Building,ROOM,Type,Dept,Class,Title,Meeting_Dates,Meeting Days,Meeting_Times,Room_Capacity,Max_Enrl,Actual_Enrl,,,
NH,364,CL,GENERAL POOL CLASSROOM/ MATH,MTH 251,CALCULUS I,OCT 01-Dec 10,S,1300-1450,48,40,32,,,
NH,364,CL,GENERAL POOL CLASSROOM/ MATH,MIM 513,PAC RIM EC/TRADE/FIN,Sep 26-Dec 10,T,1600-1830,48,35,21,,,
NH,364,CL,GENERAL POOL CLASSROOM/ MATH,MTH 252,CALCULUS II,Sep 26-Dec 10,TR,0800-0950,48,40,36,,,
NH,364,CL,GENERAL POOL CLASSROOM/ MATH,MTH 261,INTRO TO LINEAR ALGEBRA,Sep 26-Dec 10,TR,1000-1150,48,40,46,,,
NH,364,CL,GENERAL POOL CLASSROOM/ MATH,MTH 451/ 551,NUMERICAL CALC I,Sep 26-Dec 10,TR,1200-1315,48,30,18,,,
NH,364,CL,GENERAL POOL CLASSROOM/ MATH,STAT 243,INTRO PROB & STAT I,Sep 26-Dec 10,TR,1400-1550,48,40,44,,,
NH,364,CL,GENERAL POOL CLASSROOM/ MATH,MTH 252,CALCULUS II,Sep 26-Dec 10,TR,1840-2030,48,40,38,,,
NH,364,CL,GENERAL POOL CLASSROOM/ MATH,PHE 520/ SOPH 03,QUALITATIVE RESEARCH DESIGN,Sep 26-Dec 10,W,1600-1830,48,35,32,,,
,,,,,,,,,,,,,,
NH,375,CL,GENERAL POOL CLASSROOM,STAT 241,APPLIED STATS FOR BUSINESS,Sep 26-Dec 10,MW,0815-1005,48,45,40,,,
NH,375,CL,GENERAL POOL CLASSROOM,MTH 253,CALCULUS III,Sep 26-Dec 10,MW,1640-1830,48,40,40,,,
NH,375,CL,GENERAL POOL CLASSROOM,MTH 251,CALCULUS I,Sep 26-Dec 10,MW,1840-2030,48,40,37,,,
NH,375,CL,GENERAL POOL CLASSROOM,STAT 244,INTRO PROB & STAT II,Sep 26-Dec 10,MWF,1015-1120,48,40,34,,,
NH,375,CL,GENERAL POOL CLASSROOM,SPAN 103,FIRST-YEAR SPANISH TM3,Sep 26-Dec 10,MWF,1130-1235,48,28,22,,,
NH,375,CL,GENERAL POOL CLASSROOM,MTH 251,CALCULUS I,Sep 26-Dec 10,MWF,1245-1350,48,40,39,,,
NH,375,CL,GENERAL POOL CLASSROOM,MTH 254,CALCULUS IV,Sep 26-Dec 10,MWF,1400-1505,48,40,40,,,
NH,375,CL,GENERAL POOL CLASSROOM,MTH 251,CALCULUS I,Sep 26-Dec 10,TR,0800-0950,48,40,40,,,
NH,375,CL,GENERAL POOL CLASSROOM,MTH 256,APPLIED DIFF EQUAT I,Sep 26-Dec 10,TR,1000-1150,48,40,33,,,
NH,375,CL,GENERAL POOL CLASSROOM,PHL 315,EXISTENTIALISM,Sep 26-Dec 10,TR,1200-1350,48,45,30,,,
NH,375,CL,GENERAL POOL CLASSROOM,STAT 451/ 551,APPL STAT/ENGR & SCI I,Sep 26-Dec 10,TR,1400-1550,48,40,32,,,
NH,375,CL,GENERAL POOL CLASSROOM,STAT 241,APPLIED STATS FOR BUSINESS,Sep 26-Dec 10,TR,1640-1830,48,45,51,,,
NH,375,CL,GENERAL POOL CLASSROOM,MTH 112,INTRO COLL MATH II,Sep 26-Dec 10,TR,1840-2030,48,40,38,,,
,,,,,,,,,,,,,,
NH,381,CL,GENERAL POOL CLASSROOM,MGMT 428,TEAM PROCESSES,Sep 26-Dec 10,M,1740-2120,48,45,21,,,
NH,381,CL,GENERAL POOL CLASSROOM,UNST 421,CAP: ARE WE TOO VIOLENT,Sep 26-Dec 10,MW,1015-1205,48,20,20,,,
NH,381,CL,GENERAL POOL CLASSROOM,MTH 252,CALCULUS II,Sep 26-Dec 10,MWF,0900-1005,48,40,38,,,
NH,381,CL,GENERAL POOL CLASSROOM,STAT 244,INTRO PROB & STAT II,Sep 26-Dec 10,MWF,1245-1350,48,40,30,,,
NH,381,CL,GENERAL POOL CLASSROOM,MTH 252,CALCULUS II,Sep 26-Dec 10,MWF,1400-1505,48,40,48,,,
NH,381,CL,GENERAL POOL CLASSROOM,BA 303,BUSINESS FINANCE,Sep 26-Dec 10,R,1740-2120,48,45,38,,,
NH,381,CL,GENERAL POOL CLASSROOM,BA 302,ORGANIZATIONAL BEHAVIOR,Sep 26-Dec 10,T,1740-2120,48,45,46,,,
NH,381,CL,GENERAL POOL CLASSROOM,BA 311,MARKETING MANAGEMENT,Sep 26-Dec 10,TR,0800-0950,48,45,44,,,
NH,381,CL,GENERAL POOL CLASSROOM,MGMT 464,CONTEMPORARY LEADERSHIP ISSUES,Sep 26-Dec 10,TR,1000-1150,48,45,31,,,
NH,381,CL,GENERAL POOL CLASSROOM,AR 101,FIRST-YEAR STANDARD ARABIC TM1,Sep 26-Dec 10,TR,1200-1350,48,28,26,,,
NH,381,CL,GENERAL POOL CLASSROOM,HST 317U/ JST 317U,JEWISH HST ANTIQUITY TO MEDVL,Sep 26-Dec 10,TR,1400-1550,48,48,26,,,
NH,381,CL,GENERAL POOL CLASSROOM,BA 311,MARKETING MANAGEMENT,Sep 26-Dec 10,W,1740-2120,48,45,39,,,
,,,,,,,,,,,,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 299,SPST: WORKSHOP FOR PH 201,Sep 26-Dec 10,F,1200-1350,48,10,3,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 375U/ PH 471,CLIMATE CHANGE & HUMAN LIFE,Sep 26-Dec 10,MW,1400-1550,48,45,19,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,FIN 352,INVESTMENTS,Sep 26-Dec 10,MW,1640-1830,48,45,14,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 335U,WACKY OR REAL,Sep 26-Dec 10,MW,1840-2030,48,48,44,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,CH 199,SPST: CHEMISTRY FOR FOODIES,Sep 26-Dec 10,T,1840-2120,48,35,14,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,ACTG 381,FIN ACTG & REPRTG I,Sep 26-Dec 10,TR,1000-1150,48,48,40,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,PH 431/ 531,ELECTRICITY & MAG I,Sep 26-Dec 10,TR,1200-1350,48,38,26,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,BA 302,ORGANIZATIONAL BEHAVIOR,Sep 26-Dec 10,TR,1400-1550,48,46,43,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,ECE 598/ PH 411/511,INTRO QUANTUM MECH,Sep 26-Dec 10,TR,1640-1830,48,48,22,,,
SRTC,101,CL,GENERAL POOL CLASSROOM/ PHYSICS,ITP 513,TECH AS A TOOL FOR LEARNING,Sep 26-Dec 10,W,0900-1150,48,35,25,,,
,,,,,,,,,,,,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,UNST 421,CAP: GLOBAL YOUTH IN PORTLAND,Sep 26-Dec 10,M,0900-1120,48,15,12,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,BA 385,BUSINESS ENVIRONMENT,Sep 26-Dec 10,M,1740-2120,48,45,31,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,STAT 243,INTRO PROB & STAT I,Sep 26-Dec 10,MWF,1400-1505,48,40,39,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,LING 399,SPST: TNP ENGLISH,Sep 26-Dec 10,MWF,1515-1735,48,19,17,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,PH 299,SPST: WORKSHOP FOR PH 201,Sep 26-Dec 10,R,1400-1550,48,10,10,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,BA 301,RSRCH & ANALYSIS BUS PROBLEMS,Sep 26-Dec 10,R,1740-2120,48,45,44,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,UNST 421,CAP: SEXUAL MNRTY YTH,Sep 26-Dec 10,T,1400-1650,48,16,16,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,BA 301,RSRCH & ANALYSIS BUS PROBLEMS,Sep 26-Dec 10,T,1740-2120,48,45,44,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,ACTG 360,MANAGEMENT ACTG,Sep 26-Dec 10,TR,1000-1150,48,45,45,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,MGMT 446,PRIN INTERNTL MGMT,Sep 26-Dec 10,TR,1200-1350,48,45,28,,,
SRTC,155,CL,GENERAL POOL CLASSROOM,JST 431/ JST 431H,ARTS AND JEWISH EXPERIENCE,Sep 26-Dec 10,W,1100-1350,48,30,12,,,
,,,,,,,,,,,,,,
UTS,305,CL,GENERAL POOL CLASSROOM,ACTG 360,MANAGEMENT ACTG,Sep 26-Dec 10,M,1740-2120,48,45,41,,,
UTS,305,CL,GENERAL POOL CLASSROOM,BA 205,BUSINESS COMM USING TECHNOLOGY,Sep 26-Dec 10,MW,0800-0950,48,45,40,,,
UTS,305,CL,GENERAL POOL CLASSROOM,COMM 437/ 537/ HON 407,URBAN COMMUNICATION,Sep 26-Dec 10,MW,1000-1150,48,40,33,,,
UTS,305,CL,GENERAL POOL CLASSROOM,CFS 481U,FAMILY HEALTH ISSUES,Sep 26-Dec 10,MW,1415-1605,48,42,41,,,
UTS,305,CL,GENERAL POOL CLASSROOM,BA 213,DECISION MAKING W/ACTG INFO,Sep 26-Dec 10,R,1740-2120,48,45,21,,,
UTS,305,CL,GENERAL POOL CLASSROOM,BA 311,MARKETING MANAGEMENT,Sep 26-Dec 10,T,1200-1350,48,45,41,,,
UTS,305,CL,GENERAL POOL CLASSROOM,BA 211,FUNDAMENTALS OF FINANCIAL ACTG,Sep 26-Dec 10,T,1740-2120,48,45,46,,,
UTS,305,CL,GENERAL POOL CLASSROOM,FIN 319,INTERMED FINANCIAL MGMT,Sep 26-Dec 10,TR,1000-1150,48,45,41,,,
UTS,305,CL,GENERAL POOL CLASSROOM,MGMT 461,REWARD SYS/PERF MGMT,Sep 26-Dec 10,TR,1400-1550,48,45,23,,,
UTS,305,CL,GENERAL POOL CLASSROOM,BA 301,RSRCH & ANALYSIS BUS PROBLEMS,Sep 26-Dec 10,W,1740-2120,48,45,43,,,
,,,,,,,,,,,,,,
UTS,307,CL,GENERAL POOL CLASSROOM,SPED 509,PRACTICUM,Sep 26-Dec 10,M,1300-1450,48,25,18,,,
UTS,307,CL,GENERAL POOL CLASSROOM,ED 586,COLLABORATIVE TEACHING,Sep 26-Dec 10,M,1530-1720,48,25,18,,,
UTS,307,CL,GENERAL POOL CLASSROOM,MGMT 351,HUMAN RESOURCE MGMT,Sep 26-Dec 10,M,1740-2020,48,45,21,,,
UTS,307,CL,GENERAL POOL CLASSROOM,BST 202,INTRODUCTION TO BLACK STUDIES,Sep 26-Dec 10,MW,1000-1150,48,25,24,,,
UTS,307,CL,GENERAL POOL CLASSROOM,ITP 513,TECH AS A TOOL FOR LEARNING,Sep 26-Dec 10,R,0900-1150,48,35,30,,,
UTS,307,CL,GENERAL POOL CLASSROOM,BA 211,FUNDAMENTALS OF FINANCIAL ACTG,Sep 26-Dec 10,R,1740-2120,48,45,41,,,
UTS,307,CL,GENERAL POOL CLASSROOM,BA 311,MARKETING MANAGEMENT,Sep 26-Dec 10,T,1000-1150,48,45,43,,,
UTS,307,CL,GENERAL POOL CLASSROOM,ACTG 490,ADVANCED FINANCIAL ACTG,Sep 26-Dec 10,T,1730-1920,48,45,25,,,
UTS,307,CL,GENERAL POOL CLASSROOM,ASL 101,FIRST-YEAR ASL TM1,Sep 26-Dec 10,TR,1200-1350,48,28,27,,,
UTS,307,CL,GENERAL POOL CLASSROOM,ACTG 381,FINANCIAL ACTG & RPRTNG I,Sep 26-Dec 10,TR,1400-1550,48,48,34,,,
UTS,307,CL,GENERAL POOL CLASSROOM,MIM 522,GLOBAL COMMUNICATIONS,OCT 12-Nov 23,W,1200-1350,48,18,17,,,
UTS,307,CL,GENERAL POOL CLASSROOM,MIM 522,GLOBAL COMMUNICATIONS,OCT 12-Nov 23,W,1400-1550,48,18,4,,,
UTS,307,CL,GENERAL POOL CLASSROOM,BA 213,DECISION MAKING W/ACTG INFO,Sep 26-Dec 10,W,1740-2120,48,45,46,,,
,,,,,,,,,,,,,,
CH,383,CL,GENERAL POOL CLASSROOM,ME 427/ 527,PHASE TRANSFORM & KINETIC MTRL,Sep 26-Dec 10,MW,0815-1005,50,50,24,,,
CH,383,CL,GENERAL POOL CLASSROOM,FILM 370U,TOP: GRAPHIC NOVEL,Sep 26-Dec 10,MWF,1130-1235,50,50,25,,,
CH,383,CL,GENERAL POOL CLASSROOM,PHL 355U,MORALITY AND HEALTH CARE,Sep 26-Dec 10,MWF,1245-1350,50,50,19,,,
CH,383,CL,GENERAL POOL CLASSROOM,PS 204,COMPARATIVE POLITICS,Sep 26-Dec 10,MWF,1400-1505,50,50,50,,,
CH,383,CL,GENERAL POOL CLASSROOM,ISQA 458/558S,PURCH & LOG/FOOD INDUSTRY,Sep 26-Dec 10,T,1730-2110,50,50,34,,,
CH,383,CL,GENERAL POOL CLASSROOM,BA 339,OPERATIONS & QUALITY MGMT,Sep 26-Dec 10,TR,0800-0950,50,50,50,,,
CH,383,CL,GENERAL POOL CLASSROOM,SOC 301,FOUNDATIONS OF SOC I,Sep 26-Dec 10,TR,1000-1150,50,50,44,,,
CH,383,CL,GENERAL POOL CLASSROOM,BST 413/ 513,SLAVERY,Sep 26-Dec 10,TR,1200-1350,50,30,10,,,
CH,383,CL,GENERAL POOL CLASSROOM,BA 211,FUNDAMENTALS OF FINANCIAL ACTG,Sep 26-Dec 10,TR,1400-1550,50,45,49,,,
,,,,,,,,,,,,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,BA 339L,LAB FOR BA 339,Sep 26-Dec 10,F,1400-1650,50,50,25,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,SPED 607,SEM: DOCTORAL LEADERSHIP SEM,OCT 14-Dec 09,F,1700-2120,50,15,10,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,CE 111,INTRO CIVIL & ENVR ENGR,Sep 26-Dec 10,M,1015-1120,50,50,47,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,COUN 504,INTERN: REHAB,Sep 26-Dec 10,M,1430-1550,50,16,10,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,ECE 420/ 520,ANALYTICAL METHODS 4 PWR SYS,Sep 26-Dec 10,MW,1640-1830,50,50,37,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,ANTH 399,SPST: NEANDERTHALS,Sep 26-Dec 10,MWF,0900-1005,50,49,14,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,PHE 365,HLTH PROMO PROG-CHLD,Sep 26-Dec 10,MWF,1130-1235,50,50,21,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,PHL 301U,ANCIENT PHILOSOPHY,Sep 26-Dec 10,MWF,1245-1350,50,50,40,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,CE 321,CEE MATERIALS,Sep 26-Dec 10,TR,0800-0950,50,45,42,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,ECE 411,INDUSTRY DESIGN PROC,Sep 26-Dec 10,TR,1000-1150,50,50,57,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,ME 410/ 510,TOP: BIOMEDICAL ENGINEERING,Sep 26-Dec 10,TR,1200-1350,50,50,31,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,CS 441/ 541,ARTIFICIAL INTELLIGENCE,Sep 26-Dec 10,TR,1400-1550,50,50,36,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,EC 456/ 556 / HST 438/ 538,AM EC HIS: FIRST CEN,Sep 26-Dec 10,TR,1640-1830,50,50,32,,,
FAB,10,CL,GENERAL POOL CLASSROOM/ MCECS,CS 201,COMPUTER SYSTEMS PROG,Sep 26-Dec 10,TR,1840-2030,50,48,48,,,
,,,,,,,,,,,,,,
EB,93,CL,GENERAL POOL CLASSROOM,ISQA 439/ 539S,PURCHASING & SUPPLY CHN MGMT,Sep 26-Dec 10,M,1730-2110,52,50,40,,,
EB,93,CL,GENERAL POOL CLASSROOM,CE 474/ 574,UNIT OP ENVIRON ENGR,Sep 26-Dec 10,MW,1400-1550,52,50,33,,,
EB,93,CL,GENERAL POOL CLASSROOM,MTH 253,CALCULUS III,Sep 26-Dec 10,MWF,0900-1005,52,40,31,,,
EB,93,CL,GENERAL POOL CLASSROOM,PS 318U,"MEDIA, OPINION, & VOTING",Sep 26-Dec 10,MWF,1245-1350,52,45,43,,,
EB,93,CL,GENERAL POOL CLASSROOM,ITP 510,TOP: FOUNDATIONS OF LITERACY,Sep 26-Dec 10,R,0900-1250,52,25,22,,,
EB,93,CL,GENERAL POOL CLASSROOM,ELP 466/ 566,IMPACT OF LANG AND CULTURE,Sep 26-Dec 10,T,1840-2120,52,30,20,,,
EB,93,CL,GENERAL POOL CLASSROOM,JPN 361U,JAPANESE LIT-FILM,Sep 26-Dec 10,TR,1400-1550,52,40,37,,,
EB,93,CL,GENERAL POOL CLASSROOM,MTH 254,CALCULUS IV,Sep 26-Dec 10,TR,1640-1830,52,40,33,,,
EB,93,CL,GENERAL POOL CLASSROOM,ETM 540/ 640,OPERATIONS RESEARCH,Sep 26-Dec 10,W,1730-2110,52,50,36,,,
,,,,,,,,,,,,,,
UTS,308,CL,GENERAL POOL CLASSROOM,ITP 511,CLASSROOM MGMT STUDENT SUCCESS,Sep 26-Dec 10,M,1330-1600,52,25,20,,,
UTS,308,CL,GENERAL POOL CLASSROOM,BA 339L,LAB FOR BA 339,Sep 26-Dec 10,M,1730-2020,52,50,31,,,
UTS,308,CL,GENERAL POOL CLASSROOM,PHE 448,HLTH ED TECH/STRAT,Sep 26-Dec 10,MW,0815-1005,52,50,24,,,
UTS,308,CL,GENERAL POOL CLASSROOM,STAT 243,INTRO PROB & STAT I,Sep 26-Dec 10,MWF,1015-1120,52,40,40,,,
UTS,308,CL,GENERAL POOL CLASSROOM,ANTH 325U,CULTURE HEALTH & HEALING,Sep 26-Dec 10,MWF,1130-1235,52,49,37,,,
UTS,308,CL,GENERAL POOL CLASSROOM,PHE 452U,GENDER/RACE/CLASS/HLTH,Sep 26-Dec 10,TR,0800-0950,52,50,48,,,
UTS,308,CL,GENERAL POOL CLASSROOM,MGMT 511,FOUNDATIONS OF STRATEGY,Sep 26-Oct 27,TR,1000-1150,52,50,29,,,
UTS,308,CL,GENERAL POOL CLASSROOM,ANTH 350U,ARCHAEOLOGICAL METHOD & THRY,Sep 26-Dec 10,TR,1400-1550,52,49,39,,,
UTS,308,CL,GENERAL POOL CLASSROOM,LING 392,STRUCTURE ENGLISH LANGUAGE,Sep 26-Dec 10,TR,1640-1830,52,50,28,,,
UTS,308,CL,GENERAL POOL CLASSROOM,ITP 510,"TOP: INQ, ASSESSMNT&INSTR DSGN",Sep 26-Dec 10,W,1400-1550,52,25,24,,,
UTS,308,CL,GENERAL POOL CLASSROOM,ISQA 439,PURCHASING & SUPPLY CHN MGMT,Sep 26-Dec 10,W,1730-2110,52,50,46,,,
,,,,,,,,,,,,,,
NH,59,CL,GENERAL POOL CLASSROOM,PHE 351U,FILM AND HEALTH,Sep 26-Dec 10,M,1730-2130,55,50,23,,,
NH,59,CL,GENERAL POOL CLASSROOM,BA 211,FUNDAMENTALS OF FINANCIAL ACTG,Sep 26-Dec 10,MW,1400-1550,55,45,49,,,
NH,59,CL,GENERAL POOL CLASSROOM,PS 416/ 516,POL PARTIES/ELECTION,Sep 26-Dec 10,MWF,0900-1005,55,55,15,,,
NH,59,CL,GENERAL POOL CLASSROOM,ACTG 381,FIN ACTG & REPRTG I,Sep 26-Dec 10,MWF,1015-1120,55,48,19,,,
NH,59,CL,GENERAL POOL CLASSROOM,MTH 251,CALCULUS I,Sep 26-Dec 10,MWF,1130-1235,55,40,39,,,
NH,59,CL,GENERAL POOL CLASSROOM,PHE 335U,HUMAN SEXUALITY,Sep 26-Dec 10,R,1840-2030,55,50,44,,,
NH,59,CL,GENERAL POOL CLASSROOM,COMM 215,INTRO INTERCULTURAL COMM,Sep 26-Dec 10,TR,1000-1150,55,55,53,,,
NH,59,CL,GENERAL POOL CLASSROOM,COMM 412,MEDIA EFFECTS,Sep 26-Dec 10,TR,1200-1350,55,35,33,,,
NH,59,CL,GENERAL POOL CLASSROOM,PHL 309U,BUSINESS ETHICS,Sep 26-Dec 10,TR,1400-1550,55,55,49,,,
NH,59,CL,GENERAL POOL CLASSROOM,MTH 256,APPLIED DIFF EQUAT I,Sep 26-Dec 10,TR,1640-1830,55,40,40,,,
NH,59,CL,GENERAL POOL CLASSROOM,PSY 459U,INFANT DEVELOPMENT,Sep 26-Dec 10,W,1730-2110,55,55,55,,,
,,,,,,,,,,,,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,SOC 407,SEM: ANALYSIS OF RESEARCH,Sep 26-Dec 10,F,1200-1300,56,50,6,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,COUN 551,THEORIES AND INTERVENTIONS,Sep 26-Dec 10,M,1600-1830,56,55,51,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,COUN 569,DEV FOUNDS OF COUN,Sep 26-Dec 10,M,1840-2120,56,55,50,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,COMM 336U,METAPHORS IN COMMUNICATION,Sep 26-Dec 10,MW,1200-1350,56,55,38,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,PHE 443U,ENVIRONMENTAL HEALTH,Sep 26-Dec 10,MW,1400-1550,56,55,39,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,PHL 300U,PHIL METH & CONCEPTS,Sep 26-Dec 10,MWF,0900-1005,56,55,30,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,PHE 295,HLTH PROMO/DISEASE PREV,Sep 26-Dec 10,MWF,1015-1120,56,56,44,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,PHL 308U,ELEMENTARY ETHICS,Sep 26-Dec 10,T,0800-0950,56,50,45,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,USP 438/ 538,REAL ESTATE LAW,Sep 26-Dec 10,T,1840-2120,56,50,31,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,PHE 478,PROGRAM PLAN EVAL I,Sep 26-Dec 10,TR,1000-1150,56,50,48,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,COMM 200,PRINCIPLES OF COMMUNICATION,Sep 26-Dec 10,TR,1200-1350,56,55,56,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,PHE 471,PROGRAM PLAN EVAL,Sep 26-Dec 10,TR,1400-1550,56,50,51,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,PSY 431U,PSYCH OF MEN & MASCULINITIES,Sep 26-Dec 10,TR,1640-1830,56,55,54,,,
BDWY,222,CL,GENERAL POOL CLASSROOM,PHE 456/ 556,HEALTH ASPECTS OF AGING,Sep 26-Dec 10,W,1730-2110,56,50,32,,,
,,,,,,,,,,,,,,
NH,11,CL,GENERAL POOL CLASSROOM,PHL 313U,LIFE & DEATH ISSUES,Sep 26-Dec 10,M,1840-2030,56,55,42,,,
NH,11,CL,GENERAL POOL CLASSROOM,PHL 314U,COMPUTER ETHICS,Sep 26-Dec 10,MW,1400-1550,56,55,26,,,
NH,11,CL,GENERAL POOL CLASSROOM,PSY 410,TOP: CLINICAL PSYCHOLOGY,Sep 26-Dec 10,MW,1640-1830,56,49,48,,,
NH,11,CL,GENERAL POOL CLASSROOM,LING 131,GRAMMAR/WRITING LEVEL 3,Sep 26-Dec 10,MWF,0900-1120,56,22,18,,,
NH,11,CL,GENERAL POOL CLASSROOM,VIET 101/ 201,FIRST-YEAR VIETNAMESE TM 1,Sep 26-Dec 10,R,1730-2110,56,28,18,,,
NH,11,CL,GENERAL POOL CLASSROOM,BA 385,BUSINESS ENVIRONMENT,Sep 26-Dec 10,T,1740-2120,56,45,46,,,
NH,11,CL,GENERAL POOL CLASSROOM,EC 332U,ECON OF ENVIRONMENTAL ISSUES,Sep 26-Dec 10,TR,1000-1150,56,50,43,,,
NH,11,CL,GENERAL POOL CLASSROOM,ACTG 422/ 522S,ADVANCED TAXATION,Sep 26-Dec 10,TR,1200-1350,56,40,34,,,
NH,11,CL,GENERAL POOL CLASSROOM,ARCH 467,BUILDING STRUCTURES,Sep 26-Dec 10,TR,1500-1650,56,50,37,,,
NH,11,CL,GENERAL POOL CLASSROOM,GEOG 351U,PACIFIC NORTHWEST,Sep 26-Dec 10,W,1200-1350,56,50,37,,,
,,,,,,,,,,,,,,
NH,341,CL,GENERAL POOL CLASSROOM,COMM 200,PRINCIPLES OF COMMUNICATION,Sep 26-Dec 10,MW,0800-0950,56,55,45,,,
NH,341,CL,GENERAL POOL CLASSROOM,SPHR 370,PHONETICS & ACOUSTIC,Sep 26-Dec 10,MW,1000-1150,56,49,41,,,
NH,341,CL,GENERAL POOL CLASSROOM,SPHR 410/ 510,TOP: PRINCIPLES OF BEHAVIOR,Sep 26-Dec 10,MW,1200-1350,56,35,23,,,
NH,341,CL,GENERAL POOL CLASSROOM,PSY 410,TOP: MARRIAGE & FAMILY THERAPY,Sep 26-Dec 10,MW,1640-1830,56,55,55,,,
NH,341,CL,GENERAL POOL CLASSROOM,ENG 204,SURVEY ENGLISH LIT,Sep 26-Dec 10,MW,1840-2030,56,35,21,,,
NH,341,CL,GENERAL POOL CLASSROOM,COMM 341,INTRO TO PUBLIC RELATIONS,Sep 26-Dec 10,R,1730-2140,56,55,21,,,
NH,341,CL,GENERAL POOL CLASSROOM,ED 607,SEM: EDD WRITING COMPLETION,OCT 01-Dec 10,S,1000-1200,56,35,12,,,
NH,341,CL,GENERAL POOL CLASSROOM,ACTG 511,FINANCIAL REPORTING,Sep 26-Dec 10,T,1740-2120,56,50,47,,,
NH,341,CL,GENERAL POOL CLASSROOM,MTH 095,INTERMEDIATE ALGEBRA,Sep 26-Dec 10,TR,0800-0950,56,40,43,,,
NH,341,CL,GENERAL POOL CLASSROOM,ANTH 311U,PEOPLES/CULTURES LATIN AMERICA,Sep 26-Dec 10,TR,1000-1150,56,49,45,,,
NH,341,CL,GENERAL POOL CLASSROOM,BA 301H,RSRCH & ANALYSIS BUS PROBLEMS,Sep 26-Dec 10,TR,1200-1350,56,45,24,,,
NH,341,CL,GENERAL POOL CLASSROOM,ACTG 360,MANAGEMENT ACTG,Sep 26-Dec 10,TR,1400-1550,56,45,39,,,
NH,341,CL,GENERAL POOL CLASSROOM,BI 341R,INTRO GENETICS REC,Sep 26-Dec 10,W,1400-1550,56,56,54,,,
,,,,,,,,,,,,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,ECE 507,SEM: ECE GRADUATE SEMINAR,Sep 26-Dec 10,F,1400-1550,58,40,19,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,ESM 222,SCI & POLICY CONSIDERATNS,Sep 26-Dec 10,MW,1015-1205,58,50,50,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,ME 437/ 537,MECH SYSTEMS DESIGN,Sep 26-Dec 10,MW,1400-1550,58,50,30,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,MTH 112,INTRO COLL MATH II,Sep 26-Dec 10,MW,1640-1830,58,40,40,,,
EB,103,CL,GENERAL POOL CLASSROOM/ MCECS,CE 434,PRIN REIN CONCRETE,Sep 26-Dec 10,MW,1840-2030,58,58,47,,,
